"Município";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"Total"
"410980 Ibiporã";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44,22;6410,02;131881,96;127129,22;173039,08;143635,99;171716,11;149237,10;159405,16;135248,22;136730,12;132340,95;125885,44;131830,72;141552,32;117486,19;135126,43;129745,93;121237,97;122893,59;121876,20;126890,42;135564,86;136595,37;131086,81;106443,85;126717,91;139691,17;158851,19;141597,76;146278,95;133002,15;157158,26;154606,37;134252,02;126516,14;111698,39;102930,26;95569,70;105278,05;122511,52;137064,01;143247,43;163918,97;154353,58;152053,29;110187,73;128041,68;86540,97;91005,08;97053,81;113962,37;115497,44;103813,39;130028,34;124834,85;126813,32;93880,11;113285,17;106810,10;107972,81;89198,48;97086,94;98033,53;152572,57;135122,94;147955,47;130228,29;134895,21;146722,38;143752,48;123710,69;149052,95;143628,67;131708,76;148377,44;162436,08;149191,78;149069,62;163723,10;132629,07;128080,94;126117,42;121517,75;108628,94;131752,31;127025,55;115618,01;124750,62;142749,24;149149,63;128912,57;144892,02;145740,25;153962,21;130178,60;142906,49;143048,91;135989,32;110165,75;151405,07;129079,06;161518,79;154365,74;161877,10;131300,98;124946,72;137087,99;143039,84;111929,39;117982,52;103270,89;133205,39;161966,31;119969,34;106108,05;117278,36;136418,37;138570,29;164222,67;137030,86;145057,33;160920,04;163045,51;140791,08;113100,17;86195,55;-;16500024,93
"411010 Imbituva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2412,51;39943,84;55843,89;57570,94;49550,63;71124,37;45271,06;73614,31;86659,57;63241,49;59363,30;64657,89;56686,54;51139,48;56175,11;60710,45;59661,09;69396,37;56560,56;71203,66;64477,45;59918,89;48698,24;47937,41;69868,68;57915,14;63872,54;56144,57;54746,99;64498,57;69922,36;60385,61;72319,81;55925,58;22477,98;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2019896,88
"411020 Inácio Martins";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;747,46;463,21;5817,99;12170,34;6804,39;5396,13;4891,13;2363,61;9283,21;5651,13;7083,22;7182,54;7636,43;10229,38;1976,62;2145,48;2226,22;1786,89;4168,32;5222,31;5076,75;4173,42;5912,29;1636,26;6870,46;7148,16;7510,44;4211,15;6425,22;4203,83;5056,15;5649,10;4164,47;11394,51;5550,08;5383,42;5564,05;7169,44;7815,68;1528,58;5037,98;5992,94;5118,43;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;231838,82
"411030 Inajá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3482,36;954,31;2615,64;4705,40;3320,37;5340,47;4077,73;2985,25;3722,35;1519,93;1713,47;2219,55;2839,20;5840,11;5955,70;2646,88;4957,71;2577,74;6808,76;1496,66;3235,19;3434,42;3287,93;2601,93;5972,77;2779,50;1779,67;3426,21;5186,53;2430,62;4136,71;2098,28;2143,20;1765,99;2000,20;2331,28;3035,71;2193,13;3244,43;1676,83;2765,12;1649,21;2814,91;2861,66;1560,62;858,35;2198,91;2398,02;1943,25;2555,97;4368,00;4103,52;2425,98;2987,01;3888,36;3121,38;2273,64;2252,92;919,44;1809,91;2646,57;285,10;4074,79;1288,04;3347,74;4243,27;3305,17;2735,06;988,15;2474,76;3162,66;2992,83;2769,54;2371,65;2054,87;2976,38;1345,50;2508,67;857,44;1043,44;1124,40;625,47;1322,42;424,59;1365,59;2511,16;3007,51;853,80;2572,24;1516,97;2506,71;2414,46;5101,66;1914,73;-;-;1516,46;-;3176,79;1213,72;2264,30;3573,35;2592,97;3972,21;1526,88;403,95;1694,95;2617,33;2170,86;1286,05;2062,02;3014,63;5004,10;5590,21;-;-;-;-;-;-;-;4117,26;797,57;1198,86;824,56;2011,19;305659,86
"411040 Indianópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1334,77;6231,48;9602,12;9238,60;8322,62;11655,70;9602,37;11273,21;9346,25;13341,63;9672,80;10923,32;8228,59;12812,93;17081,52;8172,02;11418,40;7350,57;12130,95;9960,01;7474,62;6026,20;8495,89;5463,83;5987,20;7758,34;4511,08;6192,96;3353,42;8157,33;7377,55;9497,75;6356,87;5086,69;5233,19;7042,01;4414,01;4419,45;5877,88;5451,47;7351,60;7432,89;6178,29;5338,49;7204,86;6262,50;5585,03;4705,21;5160,11;7352,79;3737,75;6312,06;15117,96;287,76;3348,76;6535,74;7994,97;7905,52;6057,82;7578,87;6225,60;3531,63;3854,15;5036,47;5484,07;7019,37;5772,55;5478,60;7849,82;5616,69;8865,32;5436,62;7864,41;8034,77;6402,74;3784,06;6047,16;5737,87;5862,09;7950,01;8147,67;5560,78;3543,26;4499,60;5068,51;6197,75;4513,88;5561,39;7446,63;8090,00;6761,63;7175,66;4424,15;4954,24;5308,91;4792,75;7997,91;5123,36;6075,28;6362,54;5045,65;4360,65;5607,82;7226,40;5176,30;6772,70;4698,95;5790,46;7310,06;5696,66;4458,13;6548,48;4753,15;8690,44;7175,42;4880,21;4262,89;6644,30;7147,69;6227,37;6483,88;5843,88;5729,33;1677,82;8426,82;6149,59;4988,67;2851,88;849412,08
"411050 Ipiranga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;479,19;4400,48;19137,12;19631,26;13021,27;26144,40;18000,52;26181,67;23307,66;32634,21;15620,46;26335,63;24744,85;24779,37;23985,21;14375,87;21716,15;25206,17;21219,71;33819,93;18666,77;18352,32;12407,59;18486,01;18129,89;17896,45;14202,68;15700,45;19731,04;21182,86;15464,17;15542,49;27108,28;35928,17;18025,28;10755,72;10213,44;13847,74;9302,67;13349,36;9047,81;8036,79;5356,72;9902,12;11677,06;5090,33;10857,84;11691,67;7224,17;8681,89;9101,05;17629,20;19570,68;22467,30;14762,99;10400,68;16345,87;11447,97;19768,97;20217,72;20807,75;14061,28;9268,03;12181,96;11550,46;13531,73;5452,14;4921,17;11756,88;18060,66;13582,73;16027,99;3360,93;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1162877,05
"411060 Iporã";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1432,76;4282,46;22004,97;15690,75;27712,22;22909,13;25591,58;18832,51;23154,42;18187,29;18021,84;11637,68;17311,58;12309,90;20809,67;14404,86;16553,29;14619,38;19115,15;22563,47;21664,90;31431,92;15834,77;10839,65;11562,11;8810,74;14486,34;10183,53;26168,25;21685,00;22674,48;18782,06;15408,60;15906,59;23367,03;13959,52;8424,75;9260,51;10813,93;12047,87;11931,15;6964,57;7676,60;8462,60;11485,82;10734,54;9046,92;7798,96;3995,44;6905,63;3591,14;1897,56;2745,07;2127,03;1823,55;2060,85;2600,26;2715,70;5434,27;4890,73;4460,42;1649,52;903,96;-;-;-;-;-;-;-;-;-;-;-;559,87;3524,05;17668,97;29675,88;19246,52;10483,92;26581,67;9939,12;13663,00;17158,17;11033,54;-;10239,08;6972,81;11134,92;10750,56;24716,01;24955,63;17948,18;18013,91;17877,33;14388,84;23673,07;13079,42;19299,07;9322,69;13478,43;18070,62;10996,71;8889,36;18808,94;10047,00;9564,14;12295,69;13111,78;4761,81;5866,29;6208,97;7375,95;2812,80;9902,87;3772,30;24924,62;17032,30;11386,68;12388,04;12163,27;13071,25;9159,52;8052,06;17090,87;13326,88;12915,93;7222,54;1488963,60
"411070 Irati";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19411,05;10637,41;152174,54;244018,35;327820,75;425390,74;370050,42;481267,54;470794,57;478268,20;405645,07;437655,53;401649,37;454333,39;398325,99;507514,18;441763,93;425159,36;395254,75;443097,91;399314,52;393389,57;469186,53;417845,41;493953,22;353177,55;429958,38;404496,48;351788,10;446333,73;332015,95;414043,23;435387,35;487487,08;310582,76;448230,78;385201,03;466286,94;495680,10;455164,37;395357,76;523763,97;382084,52;420256,02;441065,32;473278,66;448705,67;537313,52;429050,27;389526,71;416219,95;457620,59;416375,84;478523,98;385170,86;492143,15;467218,47;482575,90;416964,08;525107,46;392582,55;415732,73;468535,57;565159,10;395478,57;467082,04;436270,73;451577,08;422659,23;481948,38;460389,16;509612,00;494188,55;492838,72;335625,55;465704,65;449512,26;552916,19;392210,91;479851,02;429701,75;615331,45;409532,17;422214,32;442303,99;477773,27;441800,90;385188,80;366349,44;448570,96;423263,94;500455,93;456463,10;589449,24;480959,84;480232,99;465116,10;416830,95;423882,76;481058,65;428291,69;437218,79;387969,51;547780,58;466401,73;500011,67;597208,00;514965,62;530239,95;437707,92;475940,59;477915,42;529914,62;453857,02;401912,85;556368,56;504161,68;512470,57;545850,78;458780,21;564617,42;441588,21;478932,83;538873,60;455109,66;476089,64;402973,96;446260,17;345459,67;273937,39;179877,43;57313122,11
"411080 Iretama";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20576,86;25603,13;26117,91;26574,53;24828,48;31698,56;23545,85;27193,81;21987,85;27818,35;25008,79;25532,09;26138,61;28082,27;33795,18;64147,42;44244,36;60958,93;39466,73;54544,76;43101,58;10632,29;31685,51;31818,70;33919,62;52648,55;40458,47;42732,74;38494,74;50478,94;31860,75;24413,05;22730,05;20478,54;22697,76;26163,35;18808,30;14294,10;23710,51;24507,51;22763,66;18929,12;27264,48;26983,22;29356,68;24706,17;15405,58;23435,67;21962,61;14583,83;10278,64;8232,31;18443,65;21384,16;17693,21;19887,04;25591,48;18761,88;18260,13;13431,88;20756,53;17586,33;18979,71;20647,80;23765,44;26696,86;21325,39;21456,14;18859,47;14878,01;1205,46;14233,09;11162,50;18560,39;15775,99;18536,09;15924,06;18475,69;15430,93;18705,05;17380,12;13713,18;15543,82;14853,50;16348,61;20114,14;16556,05;19098,54;17344,05;22269,30;17959,71;17812,18;14057,21;18183,47;18407,27;13921,40;14668,96;3762,69;18686,95;23204,23;14686,18;11860,27;18607,24;16035,08;20772,59;17823,14;11753,00;11583,55;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2470822,29
"411090 Itaguajé";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2112,41;3913,93;12499,74;15375,10;13080,35;15569,91;16101,63;18719,77;20689,17;16703,89;17881,02;21102,36;22151,46;26974,83;21230,66;14347,15;19307,66;24237,25;20043,95;14638,63;8299,65;12250,00;13139,76;8948,36;15332,87;8460,99;15880,30;11912,55;12158,58;12633,84;8057,10;8649,75;20372,99;18619,69;10720,04;8862,82;7037,84;6410,02;6339,35;2001,52;-;3427,58;14803,44;16649,58;824,29;11456,29;15778,15;7692,05;-;6895,06;7598,61;7552,67;10378,11;9108,95;5483,00;5174,94;8692,62;5562,42;9158,41;1217,58;9771,67;6619,52;8721,53;8255,62;3343,42;5523,67;7843,64;7658,72;10525,39;8591,86;6973,46;-;6258,51;6396,80;5571,28;715,46;3550,14;8706,28;1763,26;7061,49;8129,64;5365,12;6744,63;6997,05;7416,60;9003,00;5696,11;6427,11;4611,60;5922,95;6247,59;8027,33;7262,86;5755,96;7076,44;8602,43;8672,04;5177,92;7239,44;7498,83;5276,79;9616,48;5056,17;8836,75;9592,15;4777,84;8022,72;6911,33;7681,74;6485,58;4343,57;9560,30;7049,99;8261,10;6120,63;6848,80;8908,38;6160,93;2895,29;5450,93;5359,91;3547,92;4846,60;5312,20;6290,91;4132,77;5011,96;4703,30;2061,73;1141073,78
"411100 Itambaracá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6133,91;13363,96;16527,88;16375,95;16816,15;14123,58;14509,84;10273,20;18634,45;9654,53;15156,84;10160,14;9465,99;16938,42;17657,59;13523,31;13916,24;9521,49;13482,51;9684,96;13508,63;8015,53;10932,71;8170,09;14313,97;11412,45;9441,27;10285,42;14976,47;10419,79;14395,35;16633,70;10417,44;6820,24;10972,26;6771,18;9964,44;14477,38;14063,95;14730,31;16292,24;16172,27;10905,20;10307,71;13956,25;8754,60;12064,27;12553,16;10200,59;7493,97;11093,87;12245,84;11611,57;15461,60;14428,02;7775,29;14812,23;9578,07;12932,37;9158,21;11346,30;12285,79;11621,54;12871,67;14520,46;9146,84;11896,51;11408,74;10694,79;13669,00;6289,39;9809,66;8255,52;13289,93;9384,74;13458,59;12501,80;5517,85;6791,13;6911,15;12561,94;22136,93;12716,82;9076,83;10966,00;12074,32;9900,65;12462,46;14465,88;11388,69;12224,94;11751,46;6669,73;10828,82;15332,91;9391,61;8979,22;7304,12;9686,95;7202,24;5827,85;9543,55;14374,50;19334,48;11425,68;7460,82;14518,86;11859,37;11381,74;9984,63;7840,51;6834,59;8194,45;11182,58;14730,21;7059,04;9846,21;8399,59;10468,70;7213,02;6146,80;7736,81;11607,71;7887,11;11576,55;5497,80;5890,83;1437058,76
"411110 Itambé";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3281,82;8430,89;9437,13;8581,96;9457,37;9341,81;8865,20;9242,62;9582,88;8016,82;7015,45;5977,93;4577,84;6121,64;10107,87;9221,41;12113,15;9606,14;7411,05;5924,34;6943,76;8185,35;7904,08;7795,48;8447,10;3711,91;3685,48;6465,87;3802,59;12589,61;11122,21;15341,93;11669,33;7206,36;6560,41;6126,42;4640,00;5880,65;4756,88;9252,16;11294,68;9170,08;8559,57;11780,19;9848,67;6565,80;5000,69;5723,87;-;6951,90;12979,37;9470,78;9296,87;5351,71;8916,66;10305,76;11188,44;6475,33;5572,73;6703,79;6308,36;3409,88;5958,69;8709,80;7063,23;9859,66;6288,69;8875,93;7473,64;8237,91;4692,44;5661,66;3836,07;6042,41;4223,25;6776,46;4995,31;4152,38;3509,51;7853,06;5181,25;6127,05;10946,78;5043,37;4690,53;1137,62;2944,59;4340,60;7099,53;10099,76;8055,78;6233,39;6350,74;3620,44;9115,77;7034,30;3112,90;2784,58;2619,64;8120,10;5942,97;4676,69;3353,56;5846,47;6665,47;5575,54;6912,15;4640,11;2514,45;3196,44;6427,14;1642,17;4775,17;5944,15;4393,76;5938,35;6249,27;3569,69;4082,41;3377,15;4671,91;4287,28;4212,50;2732,21;2908,84;796,99;1497,22;830976,91
"411125 Itaperuçu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1761,07;33387,05;66429,74;63009,69;58936,82;64536,74;64882,26;68998,41;63238,62;73551,30;62512,94;71435,13;76864,28;67086,38;60155,05;63224,45;62862,19;64940,80;62922,25;55873,03;69300,40;58838,67;60481,56;58552,09;51829,05;53929,21;54844,33;69895,68;78102,91;71025,68;88674,42;67220,53;51685,62;65756,36;74945,14;57628,74;56896,61;57646,13;65890,07;70276,94;65781,93;70837,95;65668,59;55288,28;65516,12;55997,03;63829,26;67841,74;59370,35;57665,97;71346,25;48335,46;62323,05;64546,04;72792,58;58462,70;82126,48;71847,08;65937,52;65717,57;50716,57;65822,20;64212,66;49708,57;65650,79;67911,85;60436,82;60548,55;71902,96;71538,86;62849,77;59307,49;58933,99;62186,88;67038,81;61899,18;71268,90;56493,11;68840,93;73803,16;54197,10;63263,31;72515,93;49838,82;66130,16;73093,41;59485,66;68880,85;62912,17;51419,81;69056,95;65743,01;78091,28;69939,13;71651,26;62514,47;67468,19;41796,84;60082,49;68526,15;69694,73;71049,31;50164,94;60991,46;66373,80;61672,03;65595,19;66548,66;51919,51;50168,01;75705,71;55784,99;62875,64;56853,96;72614,23;73428,89;68881,63;57954,39;55982,46;53283,30;63991,89;62187,30;64183,12;57269,84;51924,34;61281,67;53372,97;44921,59;8035614,89
"411130 Itaúna do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1675,80;9155,79;7544,44;7339,25;13669,44;4726,89;7211,21;7453,51;10010,33;7266,18;4293,56;6284,27;9256,46;8152,98;7383,04;4006,06;6623,82;8985,66;7327,32;8850,25;5774,87;4200,07;4277,77;4461,20;3282,84;2935,29;5587,97;5577,56;5057,07;6211,97;1403,30;7303,16;4751,73;2490,42;3503,74;2490,54;3312,39;4099,01;2915,50;3597,44;3751,00;6360,02;4324,42;4926,82;2714,27;3874,60;5048,65;4128,65;2668,75;3921,86;6176,60;3556,64;5862,30;4941,13;6709,80;4135,15;3808,36;4193,99;4579,30;3493,01;4525,12;3408,44;4367,45;4125,93;5932,98;6072,57;4169,44;5408,35;3799,71;5844,31;4415,01;3790,17;5474,65;4682,17;5409,86;4403,25;2820,20;4854,07;5684,85;2303,97;4814,59;2981,00;3829,16;2906,03;2686,84;4356,25;2978,65;1640,45;3950,97;5509,42;2313,20;3025,05;2430,87;3061,51;3154,90;3731,39;3226,66;1931,80;1352,61;2970,30;2551,65;2411,24;3504,93;3497,97;3026,04;3476,24;3567,58;1749,45;2345,32;2359,98;3379,38;2520,01;2892,77;3719,04;2174,94;3089,55;2790,85;3548,85;2809,54;1622,86;2262,32;3130,24;3761,99;2601,69;1165,83;1821,72;2650,90;548402,45
"411140 Ivaí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;797,33;1237,82;3878,00;25055,21;26561,29;21964,23;26635,92;18574,70;26638,53;26405,18;24825,31;26755,66;24991,47;25543,65;27534,17;27305,72;18516,53;23035,38;29100,15;21639,69;25192,72;17200,95;20465,53;21737,66;20959,98;21404,74;23991,18;16390,94;18256,65;27134,55;23973,40;22231,05;24820,94;3788,62;27500,17;20986,08;26704,39;18273,34;17752,39;24585,74;21860,28;22536,61;16709,77;14150,01;19344,80;20617,20;23661,47;18161,49;23357,54;21102,39;18921,22;20633,56;14120,06;19859,25;11355,87;17291,52;32049,48;24385,91;19851,03;17787,23;17220,39;17584,51;15535,74;14501,92;10848,81;12542,02;15205,76;16615,26;17626,01;8064,81;13488,26;16106,15;12850,37;12773,49;15457,96;12098,94;17012,38;14480,95;14628,15;16097,55;17062,48;19022,60;13393,14;24048,01;21156,08;14330,68;13585,42;13823,15;12515,69;21305,71;17760,83;14229,70;19187,33;22829,28;15365,71;13976,91;13057,66;12808,69;15457,18;2461,50;18353,69;17485,47;10435,66;10657,40;19410,01;20200,77;17167,80;15640,07;13159,77;8868,15;6738,90;10297,26;10097,86;14953,02;14982,45;14994,00;12511,58;16464,15;15223,09;16858,14;15561,01;11274,11;8450,29;3139,09;11244,27;10087,81;12257,76;7894,99;8214,50;2228843,90
"411150 Ivaiporã";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9585,28;156514,52;686057,46;674743,32;610937,48;741250,37;700824,24;663792,61;789121,89;649935,64;724042,49;707677,57;673336,83;651792,48;738545,12;621559,19;703586,89;726326,23;723309,60;712254,83;648852,09;664743,15;731848,22;652832,28;710024,36;676788,79;740501,96;735782,44;768217,34;786916,95;749867,21;777070,52;706802,08;863331,26;723453,88;756235,78;802792,18;603559,17;712818,67;669494,40;683933,19;734676,88;781992,55;771549,65;712337,64;714741,94;681292,68;709762,53;742538,62;684124,17;746768,20;753687,55;611086,67;654019,48;794514,62;762725,74;741767,02;839780,37;670793,52;775416,14;736962,30;577288,34;682207,79;642709,39;728219,65;662571,43;693143,68;793701,61;717158,78;711259,48;761449,77;699526,76;715725,42;750908,06;700800,34;644168,27;656038,34;689036,65;742015,71;779238,84;744977,97;762892,18;802921,93;703492,91;606862,43;537199,44;635852,91;882592,41;659278,63;772028,66;649297,16;851258,61;909956,79;844917,63;830176,22;670654,41;783053,05;685136,03;642374,83;805412,36;611889,19;827569,70;742213,59;856105,93;754909,69;877376,90;828414,09;684626,09;796336,89;714572,97;815666,26;801868,00;669774,51;765726,90;794682,77;751194,48;727185,67;807910,98;826337,20;814716,75;722479,81;736645,15;709483,52;762745,77;739971,83;767616,15;596855,23;414587,52;200061,54;91698628,18
"411160 Ivatuba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3225,43;6177,74;7170,02;2442,42;6362,89;4403,12;1146,14;2948,45;5789,79;4234,14;3675,82;-;2833,38;5776,33;6321,87;1722,50;5441,12;2821,12;3873,56;359,91;2771,89;3340,84;3620,38;622,91;2113,22;1755,40;5999,03;1864,27;3272,39;3176,91;6575,16;4667,34;1807,19;944,01;579,36;582,42;1936,81;1099,11;4579,95;4909,59;1724,21;2000,96;4740,95;2134,81;1701,18;1541,61;3190,25;1286,54;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1417,88;2968,63;2921,90;1778,25;2095,92;2703,89;2283,98;-;1766,76;2130,57;3644,99;1880,25;2740,26;4857,71;638,42;1589,28;2078,82;3683,61;5142,18;1464,76;1034,25;1482,97;1637,11;1208,91;5322,35;2619,93;2042,97;2982,91;2415,29;2920,08;3307,84;4599,58;1810,18;2390,26;3264,22;2105,62;4270,40;3707,56;4833,04;4113,37;2022,33;764,03;3946,15;3314,21;893,91;3727,49;4477,99;3588,11;1672,09;3088,12;-;-;-;-;-;-;-;-;-;-;-;-;284615,77
"411170 Jaboti";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1349,93;4076,14;5161,01;6064,55;8755,64;7294,71;10016,83;12245,44;8571,36;4753,80;8393,11;6772,42;9515,06;7381,93;6673,99;5169,75;9349,31;11493,60;8922,77;6302,00;6224,56;8976,85;5919,61;14245,68;2954,33;5335,29;810,73;4061,95;9829,86;1235,99;10310,56;3306,97;9788,84;12442,98;7982,36;9140,58;6673,69;6602,09;9651,28;2602,35;5386,21;6710,95;8729,36;6522,20;8374,05;7096,92;11774,95;10866,76;8386,50;9327,54;7636,99;479,19;9012,69;6586,02;9004,08;9155,92;7780,51;6658,93;10324,31;13299,43;6842,00;7824,88;8219,49;7953,85;7787,15;9069,12;8808,78;5540,67;11256,65;10329,40;6312,07;11698,67;10051,18;7420,76;7740,13;8293,08;7878,36;9463,79;10156,82;9071,92;9049,95;3594,12;6830,89;7399,23;6822,80;6660,14;7665,69;6242,74;5804,69;4591,36;8401,33;10014,61;5381,69;6841,91;7882,14;8761,35;5829,56;6328,62;7729,56;4897,80;6415,65;3959,79;9327,27;9443,35;8498,10;4490,42;12809,26;5377,35;5183,46;6779,11;6347,98;6265,29;9259,34;5877,69;6496,16;9260,49;10322,30;9108,97;10557,13;10180,39;6819,01;3835,85;3077,66;6392,61;5638,28;6169,80;11804,04;5140,47;2906,18;2239,97;967905,73
"411180 Jacarezinho";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;537,90;8540,76;89516,23;156737,84;131567,30;168541,76;161655,85;139822,78;135098,58;142029,18;138070,36;125166,31;118323,78;170838,88;176986,78;136951,34;137292,03;147476,79;140428,37;187203,89;195834,20;217784,99;241214,51;205658,85;203529,05;178433,98;162127,49;150012,61;123157,44;136477,59;158704,29;170633,13;149428,38;272142,58;204743,32;217514,93;242855,57;253588,88;193933,27;222460,24;241597,53;208581,51;187522,08;234660,65;241634,82;216985,40;212521,56;208777,35;235278,79;174420,23;174975,53;218113,54;183686,55;131348,55;154602,44;167882,42;105191,96;206940,50;246833,78;187550,40;156900,30;171575,58;170494,50;211107,07;164362,33;222107,45;249414,39;256575,80;250721,90;252479,63;275332,83;290213,30;214719,41;239305,43;253951,11;275305,23;229401,00;319622,40;270590,58;326264,93;296825,36;352300,88;289085,83;259375,68;293354,64;245492,14;241989,43;245883,36;270109,72;247519,81;250244,16;277938,18;231934,70;308484,79;249847,69;255407,75;279637,64;246373,63;265433,92;294818,56;249827,31;315063,69;328321,90;309136,45;309839,97;319027,32;347513,83;333822,51;313035,50;259585,88;288483,91;321041,54;312789,50;319729,49;255802,82;332827,58;291196,75;356297,93;297267,40;302086,78;326097,14;293821,35;316815,38;319572,60;283014,22;297423,16;187216,73;245920,07;27792,49;29115001,84
